id,text,class,filtered_sentence
140,බකට් සහ වතුර තියන්නැ සෑමරු එදා වෙසක් ගැන රනිල්ගේ මතකය ගැන කතාකරයි ,Political,බකට වතුර තියන්නැ සෑමර එදා වෙස රනිල් මතක කතාකර
142,බකට් සහ වතුර තියන්නැ සෑමරු එදා වෙසක් ගැන රනිල්ගේ මතකය ,Political,බකට වතුර තියන්නැ සෑමර එදා වෙස රනිල් මතක
144,බද්දේගම මැතිවරණ කොට්ඨාසයේ යටලමත්ත කිරිමැටිබෙම්බඩ ග්‍රාමනිලධාරී වසමේ කැඩී ඇති පාලම වෙනුවට නව පාලමක් ඉදිකිරීම සඳහා මුල්ගල් තැබූ අවස්ථාව වියදම රුපියල් ලක්ෂ යි,Political,බද්දේග මැතිවරන කොට්ටාස යටලමත්ත කිරිමැටිබෙම්බඩ ග්‍රාමනිලධාර වස කැඩ පාල පාලම ඉදිකිරී මුල්ගල තැබ අවස්ථා වියද රුපියල ලක්ෂ යි
146,බද්දේගම මැතිවරණ කොට්ඨාසයේ යටලමත්ත කිරිමැටිබෙම්බඩ ග්‍රාම නිලධාරී වසමේ ඒදණ්ඩ වෙනුවට නව පාලමකට මුල්ගල් තැබීම වියදම ලක්ෂ යි,Political,බද්දේග මැතිවරන කොට්ටාස යටලමත්ත කිරිමැටිබෙම්බඩ ග්‍රා නිලධාර වස එදන්ඩ පාලමක මුල්ගල තැබී වියද ලක්ෂ යි
148,ඩබල් ගේම් එපා ජනපති මරන්න හදපු එවුන් වහා අත්අඩංගුවට ගනු — feeling පොන්න ගේම්  බලු කෙඳිරිලි,Political,ඩබල ගේ එපා ජනප මර හද එව අත්අඩංගුව ගනු —  පො ගේ බලු කෙදිර
150,රෙන්න නැතත් මොකද අපි රාජපක්ෂලා ට හීලා වුනු යක්කු බොලව්😍😍,Political,රෙ නැ මොක අපි රාජපක්ෂ හී වු යක් බොලව්😍😍
152,රාගම පෙදෙශයේ සමුර්ධි නිලධාරීන්ගේ චන්ඩි කම් කොහොමදමේ අසරණ මිනිසුන්ට ඇයි මෙහෙම කරන්නේ මේ අවස්ථාවේදී මෙහෙම කරන්න හොඳ නෑ නේද ජනාධිපතිතුමාගේ අවධානය පිණිසයි    ,Political,රාග පෙදෙෂ සමුර්ධි නිලධාරී චන්ඩි කම් කොහොමද අසරන මිනිසුන් මෙහෙ කර අවස්ථාවේද මෙහෙ කර හොද නේද ජනාධිපති අවධාන පිනිස
154,රාජපස්සලා විතරද ඇයි සජිත් ප්‍රේමදාස,Political,රාජපස්ස විතර සජි ප්‍රේමදාස
156,රාජපක්ශ යුගයේ ඝාතනය වූ ලසන්ත පිලිබඳ ඝාතන පරීක්ශන මුළු මනින්ම නොමග යවන්න කළ තවත් සැලසුමක්  ,Political,රාජපක්ෂ යුග ගාතන වූ ලසන්ත පිලිබද ගාත පරීක්ෂ මුල මනින් නොමග යව කල සැලසුම
158,රාජපක්ෂ සහෝදර සමාගම ඉදිරියේ කෝටි ප්‍රකෝටි ගනනක ණය දිගේලි කරාඉස්මුරුත්තාව හැදෙනකම් රට කාබාසීනියා කරමින් හරි හම්බ කරගත් ධනස්ඛන්ධය තම තමන්ගේ සහචරයින් ගෙ නමින් ලොව පුරා ගිණුම් ආරම්භ කළේ සක්කරයගෙ පුතා වයිමටවත් මාට්ටු නොවෙන්නයි,Political,රාජපක්ෂ සහෝදර සමාග ඉදිරි කෝටි ප්‍රකෝටි ගනනක නය දිගේලි කරාඉස්මුරුත්තා හැදෙනක රට කාබාසීනි කර හරි හම්බ කරග ධනස්කන්ධ තම තම සහචරය ගෙ න ලොව පුර ගින අරම්බ කලේ සක්කරය පුත වයිමට මාට්ට නොවෙන්න
160,රටට ආදරය ඇති නායකයෙක් රටට අවශ්‍යව ඇත👌🙏✊,Political,රටට අදර නායකය රටට අවෂ්‍ය ඇත👌🙏✊
162,රට බෙදෙන්නත් පුලුවන් ආණ්ඩුවේ තීරක බලවේගය අපි අපි ඒක පෙන්නන්නෙ නෑ පෙන්න ගත්තොත් ඒක ප්‍රශ්නයක් ඒක ආණ්ඩුවත් දන්නව  ඒබ්‍රහම් සුමන්  ,Political,රට බෙදෙන්න පුලු අන්ඩ තීරක බලවේග අපි අපි එක පෙන්නන්න පෙ ගත් එක ප්‍රෂ්නය එක අන්ඩු දන්න එබ්‍රහ සුම
164,රට බෙදන සියළු කොන්දේසි වලට අද රනිල් ලිඛිතව එකඟ වී දෙමළ සංධානයේ සහය ලබා ගනී,Political,රට බෙද සියල කොන්දේසි වලට අද රනිල ලිකිත එකග වී දෙමල සංධාන සහය ලබා ගනී
166,රනිල්ට සහාය පල කිරිමේ යෝජනාව ජවිපෙට අදාළ නෑ  lka,Political,රනිල් සහා පල කිරි යෝජනා ජවිපෙ අදාල
168,රනිල්ට සහාය දෙන්න එපා  මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි  Lankatruth රනිල්ටසහායදෙන්නඑපාමෛත,Political,රනිල් සහා දෙ එපා මෛත්‍ර දෙමල ජාතික සන්ධාන ඉල්ල  රනිල්ටසහායදෙන්නඑපාමෛත
172,රනිල්ට කිසි දා ඡන්දයෙන් විධායක ජනාධිපති වෙන්න බැහැ දෙමළ ජාතිවාදීන්ට සන්ධීය රාජ්‍යය පිහිටුවා ගන්න  විධයක ජනාධිපති බාධාව…,Political,රනිල් කිසි දා චන්ද විධා ජනාධිප වෙ බැහැ දෙමල ජාතිවාදීන් සන්ධ රාජ්‍ය පිහිට ග විධ ජනාධිප බාධාව…
174,රනිල්ට අගමැති කම දෙන්න නම් සිරසෙ යන මේ අදරයයි සහ ස්වප්නා ඉවර වෙන්න ඕනෙ කියලා සිරිසේන ලොක්කා කියන්නෙ,Political,රනිල් අගමැ කම දෙ සිරස අදර ස්වප් ඉවර වෙ ඔනෙ කිය සිරිසේ ලොක් කියන්න
