id,text,class,filtered_sentence
168,රනිල්ට සහාය දෙන්න එපා  මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි  Lankatruth රනිල්ටසහායදෙන්නඑපාමෛත,Political,රනල සහ ද එප මතර දමල ජතක සනධන ඉලල  රනලටසහයදනනඑපමත
172,රනිල්ට කිසි දා ඡන්දයෙන් විධායක ජනාධිපති වෙන්න බැහැ දෙමළ ජාතිවාදීන්ට සන්ධීය රාජ්‍යය පිහිටුවා ගන්න  විධයක ජනාධිපති බාධාව…,Political,රනල කස ද චනද වධ ජනධප ව බහ දමල ජතවදන සනධ රජය පහට ග වධ ජනධප බධව
174,රනිල්ට අගමැති කම දෙන්න නම් සිරසෙ යන මේ අදරයයි සහ ස්වප්නා ඉවර වෙන්න ඕනෙ කියලා සිරිසේන ලොක්කා කියන්නෙ,Political,රනල අගම කම ද සරස අදර සවප ඉවර ව ඔන කය සරස ලක කයනන
176,රනිල් වික්‍රමසිංහ මහතාට විශ්වාසය පල කිරිමේ යෝජනාව සම්මතයි  lka,Political,රනල වකරමසහ මහත වෂවස පල කර යජන සමමත
178,රනිල් වික්‍රමසිංහ මහතා වෙත විශ්වාසය පල කිරීමේ යෝජනාව සඳහා පැවති ඡන්දයෙන් පක්ෂව ඡන්ද  ක් හිමිවෙයි ජවිපෙ ඡන්දය දීමෙන් වළකියි Srilanka lka PoliticalCrisisLK Parliamentlk ,Political,රනල වකරමසහ මහත වෂවස පල කර යජන පව චනද පකෂ චන හමව ජවප චනද ද වලක
180,රනිල් තුමනි  ගුවන් යානා නොඑන ගුවන් තොටුපළ ✈️🛬🚫 මෙන් තවත් සුදු අලියෙක් බවට පත්වීමට ඉඩ තිබුණු වරාය නගරය විදේශීය ආයෝජන 💰 කාන්දමක් ලෙස අද්දවන වාණිජ නගරයක් බවට පත් කිරීමේ කර්තව්‍යයට මුළු රටම ඔබට අද ණයගැතියි   එ් ණය අර මහ බැංකු සීන් එකට හිලව් කරගන්න බැරි වෙයිද දන්නේ නැහැ 💵 ,Political,රනල තම ග ය නඑ ග තටපල  සද අලය පතවම ඉඩ තබ වර නගර වදෂ අයජ  කනදම අදදව වනජ නගරය පත කර කරතවයය මල රටම ඔබට අද නයගත එ නය අර බ ස එකට හල කරග බර වය ද නහ
182,රජයේ ග්‍රාමීය ආර්තිකය ගොඩනැගීමේ ගෞරවය හිමි වන්නේ බැසිල් රාජපක්ෂ මහතාට,Political,රජ ගරම අරතක ගඩනග ගරව හ ව බසල රජපකෂ මහත
184,රජය යම් දෙයක් කරනවානම් වගකීම රෙදි නැතිව කඩේ ගිය අයද බාරගත යුතුමය😁😁😁,Political,රජය යම දය කරනවන වගක රද නත කඩ ගය අයද බරගත යතමය
186,රංජන්ගේ ක දුරකථන සංවාද වලින් ජෙප්පෙක්ගේ කොන්ද පන ඇතිව කෙලින් කතා කරන දුරකථන සංවාදයක්😍😍😍😍,Political,රජ දරකථ සව  ජපපක කන පන ඇත කල කත කරන දරකථ සවදයක
188,රංජන් කිවිව කථාවෙි සත්‍යය එලි දකීඒ ගොල්ලො යාළුවො මල්ලී,Political,රජ කව කථව සතය එල දකඑ ගලල යලව මලල
190,නාමල් විමල් හා ශෂී CID යට ,Political,නමල වමල ෂෂ  යට
192,නිදහස ඕනෑ නම් පොහොට්ටුවට එන්න බන්ධනාගර ඇමති රංජන් ට කියයි,Political,නදහස ඔන පහටටව එ බනධනගර ඇම රජ ක
194,ජෙවිපේ හොදම අරටුව තමයි ගැලවී ගිය පෙරටුගාමි සමාජවාදි පක්ෂය   උවිඳු විජේවීර,Political,ජවප හද අරට තම ගලව ගය පරටග සමජවද පකෂ උවද වජවර
196,ජෙප්පෙක් වගේ හිතමු ,Political,ජපප වග හත
198,ජෝකර් කෙනෙක්ව රටේ ජනාධිපති කරාම😱😱😂,Political,ජකර කනක රට ජනධප කරම
200,ජාතික ආර්ථිකය නග්ගලා ගන්න කියලා සීනිවලට ගහපු රු බද්ද හිටි හැටියේ ශත ක් වූයේ ඇයි එය ජාතික ආර්ථිකය උඩුයටිකුරු කරන්නක් නොවේද,Political,ජතක අරථක නගග ග කය සනවල ගහ ර බද හට හට ෂත ව එය ජතක අරථක උඩයටකර කරනන නව
202,ජාතික අනේ හුකපං කැරි පොන්නයෝ පක්ෂයේ සාමාජිකයෙකු ජවිපෙ සාමාජිකයෙකුට දැමූ කමෙන්ටුවක් පළවෙනි රූපයෙන්ද ජා අහු කැපො පක්ෂයේ නායක තුමාගේ සහ ලාංජනයේ රූපයක් දෙවෙනි රූපයෙන්ද දැක්වේ,Political,ජතක හකප කර පනන පකෂ සමජක ජවප සමජකයක දම කමනටව පලව රපයන ජ අහ කප පකෂ න  ලජන රපය දව රපයන දක
204,ජිනීවා යෝජනාවෙන් ලංකාව පැරදුණේ දුර්වල විදේශ ප්‍රතිපත්ති නිසා,Political,ජන යජන ලක පරද දර වදෂ පරතපත
206,ජනාධිපති ඝාතන කුමන්ත්‍රණය  විමල්  ශෂී CIDයට කැඳවයි  ,Political,ජනධප ගත කමනතරන වමල ෂෂ ය කද
